id,(Intercept),diet_type_sampleNot provided,diet_type_sampleOmnivore but do not eat red meat,diet_type_sampleVegan,diet_type_sampleVegetarian,diet_type_sampleVegetarian but eat seafood
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;__,-3.9797109602523784,0.8924615573941214,1.5251665634953524,-0.7444144442758426,-0.265953880803455,1.0015101767101726
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_sp,-2.7053447046925503,1.1612703094510852,0.6845180809413399,-0.7517667769610903,-0.99206446814338,1.04859656740333
k__Fungi;__;__;__;__;__;__,1.3682351600781069,-0.9454570941814041,-1.9436399375847908,-1.6264289291560776,0.3034276771792519,1.1993884148499165
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;g__Pichia;s__Pichia_kudriavzevii,2.924221822328041,-0.2637690599017368,-0.4646842479515069,1.2784751986778056,-0.8487266544657234,0.5979407647784252
k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Mucoraceae;g__Mucor;s__Mucor_circinelloides,-6.371119945116555,-5.712922442911992,0.1432123765020646,0.6672535663500324,0.29306093715349807,-0.11464338203999702
k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp,5.214180109724305,-3.6508635605633115,-1.2602558123502283,0.657648728516201,1.4433204008743301,0.39328086223272857
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Saccharomyces;s__Saccharomyces_cerevisiae,-0.3578995310055097,-0.46692387278675346,0.7065495786441657,0.45995075409944214,-2.4179127160805494,1.1153922123347277
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_sp,-0.6233254814372667,-0.4157505299282664,-0.3797153461998853,-2.323348326941487,-2.0169007350820523,-0.10441192134200228
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Trichosporonaceae;g__Trichosporon;s__Trichosporon_asahii,1.89039550430305,-8.449459041606035,0.5381407704157568,-11.547954428121535,-0.9366327539050456,0.47029721407776093
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;__,-1.0782287859486992,-6.632008383387164,-1.783925011797599,-3.836975219741933,-0.20236758607816926,-0.3464238780341825
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Trichosporonaceae;g__Trichosporon;s__Trichosporon_ovoides,-0.6081090714244226,-6.545693596250135,0.8414276361546457,-0.026360401059866742,0.7544080169587483,-0.5798781505622325
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_albicans,19.95682912883564,-0.025416190785099744,0.5774111039426673,-0.2565154799093002,0.5792893923365818,0.6740994667816466
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Debaryomycetaceae;g__Suhomyces;s__Suhomyces_kilbournensis,-3.4755493626503426,0.321228597411506,1.570853845455112,-9.510844494657523,0.6817549063735953,-1.0720793127631123
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_roqueforti,3.3983235392986653,0.6441365253949649,0.7784209723662334,-3.191098979743923,0.5809686270161786,0.4932800158908816
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_tropicalis,-4.377035480189417,-5.7751100157877335,-0.276644206238461,-9.018993724125849,0.7111330445270034,-0.5553761356775482
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_parapsilosis,3.5199145625186126,0.5542246433605263,-2.189127866718048,-0.2092259387676168,1.6608559681231232,1.0069588321173337
